Name,Mean,stdev
layer_0,0.0,0.0
layer_1,0.0,0.0
layer_2,0.0,0.0
layer_3,0.0,0.0
layer_4,0.0,0.0
layer_5,-1.3237287117758334e-07,4.0169001127207903e-07
layer_6,-2.691674408554447e-06,5.652756948125397e-06
layer_7,-1.439527372577042e-05,2.9071521935258475e-05
layer_8,-5.6975858989002096e-05,0.00012088892291174828
layer_9,0.0005962268563413434,0.006653672295868816
