Name,Mean,stdev
layer_0,258.7368423491928,74.98627289604359
layer_1,117.33910207332619,49.54174194477283
layer_2,51.15809761945403,30.310832172334642
layer_3,20.702356108266272,18.90608212058962
layer_4,7.629335499124725,12.696314464180576
layer_5,1.8320520703136405,5.535658851720356
layer_6,0.08764850421438337,1.6512017743428262
layer_7,-0.4468709425926178,1.1914125037611953
layer_8,-0.7855759629363428,1.0677179271594686
layer_9,-0.9461093088932417,1.034429261420205
